dataset,filename,HBOS,CBLOF,LOF,COPOD,PCC,AutoEncoder (AE),DenoisingAutoEncoder (DAE),RobustPCA,Random Black Forest (RR),Torsk,Avg Ens.
settings_five,synthetic_batch_573.out,0.129326,5.335389,1.118319,0.131196,0.297981,0.234227,0.22906,0.206907,0.189525,20.752136,28.624066
settings_five,synthetic_batch_574.out,0.128849,4.665487,1.119409,0.13048,0.285177,0.232785,0.229556,0.270459,0.184781,22.503362,29.750345
settings_five,synthetic_batch_575.out,0.1197,5.663063,1.116487,0.130584,0.275212,0.23499,0.233754,0.182922,0.196728,23.079658,31.233098
settings_five,synthetic_batch_576.out,0.118504,5.285264,1.12007,0.131038,0.2777,0.233046,0.239517,0.191037,0.184366,24.397881,32.178423
settings_five,synthetic_batch_577.out,0.12038,6.292417,1.117048,0.130736,0.285991,0.23156,0.233542,0.198999,0.183843,23.530142,32.324658
settings_five,synthetic_batch_578.out,0.119449,4.511425,1.151012,0.137484,0.281643,0.237295,0.234177,0.265623,0.184632,23.67512,30.79786
settings_five,synthetic_batch_579.out,0.126294,5.007851,1.117049,0.137504,0.309719,0.24317,0.23082,0.144421,0.20025,25.254499,32.771577
settings_five,synthetic_batch_580.out,0.118694,4.833824,1.124518,0.131403,0.280163,0.235718,0.233146,0.282687,0.209781,25.396478,32.846412
settings_five,synthetic_batch_581.out,0.126094,4.63228,1.117471,0.129912,0.287524,0.234978,0.231937,0.216126,0.195911,22.912922,30.085154999999997
settings_five,synthetic_batch_582.out,0.121581,5.352039,1.120919,0.131581,0.309278,0.23351,0.235605,0.167875,0.302339,25.754786,33.729513
settings_five,synthetic_batch_583.out,0.120259,4.819017,1.126034,0.131424,0.290817,0.231107,0.236696,0.225666,0.21776,23.686397,31.085176999999998
settings_five,synthetic_batch_584.out,0.119792,5.165376,1.129261,0.130047,0.288811,0.233804,0.232606,0.246321,0.198458,24.542661,32.287137
settings_five,synthetic_batch_585.out,0.122031,5.382536,1.10726,0.12989,,,,,,,6.7417169999999995
settings_five,synthetic_batch_586.out,0.123613,5.865202,1.125483,0.130556,0.307675,0.239643,0.239263,0.181485,0.19514,25.34122,33.74928
settings_five,synthetic_batch_587.out,0.139854,4.980562,1.122043,0.130205,0.300827,0.240753,0.236898,0.170917,0.200154,24.242719,31.764932
settings_five,synthetic_batch_588.out,0.124524,4.76469,1.123262,0.12994,0.274635,0.242736,0.237739,0.185408,0.227713,24.0062,31.316847
settings_five,synthetic_batch_589.out,0.121328,4.455659,1.189214,0.129933,0.281857,0.231722,0.271712,0.182383,0.188167,22.420783,29.472758
settings_five,synthetic_batch_590.out,0.119924,4.295836,1.132582,0.131015,0.29884,0.231213,0.251052,0.218395,0.192706,28.512196,35.383759
settings_five,synthetic_batch_591.out,0.121678,4.93979,1.11926,0.130605,0.294152,0.229874,0.247379,0.22947,0.185864,22.021766,29.519838
settings_five,synthetic_batch_592.out,0.120618,5.718323,1.12358,0.130801,0.298072,0.230418,0.236008,0.165677,0.195915,24.120112,32.339524
settings_five,synthetic_batch_593.out,0.12147,5.01459,1.116558,0.136464,0.291005,0.237247,0.238033,0.240128,0.194305,23.83972,31.42952
settings_five,synthetic_batch_594.out,0.121748,4.527711,1.115941,0.133708,0.287577,0.2339,0.249641,0.271026,0.18527,24.548074,31.674596
settings_five,synthetic_batch_595.out,0.121068,5.28376,1.12867,0.135001,0.285394,0.233196,0.254374,0.24768,0.196159,25.1997,33.085002
settings_five,synthetic_batch_596.out,0.128407,5.145114,1.118853,0.135119,0.278099,0.24021,0.247866,0.229443,0.182517,23.533254,31.238882
settings_five,synthetic_batch_597.out,0.12191,4.937299,1.115508,0.137695,0.291404,0.23163,0.235855,0.157068,0.196202,21.365894,28.790465
settings_five,synthetic_batch_598.out,0.121262,4.423583,1.125343,0.136637,0.298919,0.233175,0.273237,0.249801,0.195392,23.063136,30.120485000000002
settings_five,synthetic_batch_599.out,0.119998,5.411285,1.139548,0.135097,0.297969,0.233088,0.244533,0.175762,0.197538,23.48645,31.441268
settings_five,synthetic_batch_600.out,0.120303,4.176454,1.161651,0.132307,0.271604,0.235166,0.235177,0.1858,0.190066,25.435355,32.143883
settings_five,synthetic_batch_601.out,0.120532,4.833379,1.133877,0.140847,0.355718,0.235501,0.243595,0.264556,0.203305,23.427809,30.959119
settings_five,synthetic_batch_602.out,0.119944,5.422375,1.122962,0.134139,0.295504,0.238119,0.236141,0.189244,0.197274,23.3183,31.274002
settings_five,synthetic_batch_603.out,0.121322,4.422693,1.123568,0.140781,0.294842,0.254906,0.231296,0.203449,0.186019,21.810986,28.789862
settings_five,synthetic_batch_604.out,0.121401,5.486201,1.133277,0.141446,0.290911,0.255065,0.233251,0.201163,0.186529,23.203929,31.253172999999997
settings_five,synthetic_batch_605.out,0.12121,4.397638,1.133006,0.13475,0.304425,0.246858,0.233969,0.273869,0.181078,31.653887,38.68069
settings_five,synthetic_batch_606.out,0.122506,4.212786,1.121549,0.131013,0.286962,0.234068,0.235784,0.18695,0.202703,28.285755,35.020076
settings_five,synthetic_batch_607.out,0.121533,4.226961,1.12728,0.132821,0.281689,0.23142,0.228834,0.224403,0.181649,26.796747,33.553337
settings_five,synthetic_batch_608.out,0.121393,5.063934,1.107765,0.133837,0.307137,0.232367,0.230003,0.235318,0.182622,25.015765,32.630140999999995
settings_five,synthetic_batch_609.out,0.119947,5.326727,1.123692,0.131992,0.298299,0.233353,0.23419,0.198958,0.182866,25.09283,32.942854
settings_five,synthetic_batch_610.out,0.122183,4.841273,1.129174,0.131235,0.307387,0.231451,0.240606,0.234284,0.185583,24.069588,31.492764
settings_five,synthetic_batch_611.out,0.121608,5.185377,1.153087,0.130544,0.297734,0.235,0.252632,0.2361,0.194219,22.544161,30.350462
settings_five,synthetic_batch_612.out,0.13029,4.727752,1.13104,0.129914,0.353797,0.240422,0.285961,0.223631,0.18451,23.886463,31.293779999999998
settings_five,synthetic_batch_613.out,0.124446,5.267902,1.160358,0.130555,0.287337,0.231515,0.270548,0.208247,0.259493,23.575932,31.516333000000003
settings_five,synthetic_batch_614.out,0.124522,4.967253,1.136355,0.130465,0.293545,0.230997,0.271902,0.174311,0.19528,23.673324,31.197954000000003
settings_five,synthetic_batch_615.out,0.124923,4.839179,1.131639,0.130372,0.309475,0.237115,0.253501,0.233216,0.187641,22.587729,30.03479
settings_five,synthetic_batch_616.out,0.121797,4.6995,1.155322,0.134864,0.284936,0.235889,0.230036,0.236245,0.190959,25.065233,32.354781
settings_five,synthetic_batch_617.out,0.119945,4.909512,1.123459,0.13264,0.305627,0.23327,0.230631,0.194594,0.181617,22.978083,30.409378000000004
settings_five,synthetic_batch_618.out,0.120173,4.553045,1.118098,0.136816,0.345469,0.233964,0.233165,0.186689,0.185398,23.763854,30.876670999999998
settings_five,synthetic_batch_619.out,0.119074,4.779991,1.134125,0.133834,0.28001,0.233591,0.261923,0.225963,0.196991,22.279166,29.644668
settings_five,synthetic_batch_620.out,0.120734,5.108777,1.158155,0.13233,0.306631,0.244746,0.280251,0.186685,0.184752,24.671194,32.394255
settings_five,synthetic_batch_621.out,0.120167,4.888127,1.130228,0.130909,0.29755,0.23656,0.316037,0.187687,0.182813,24.646795,32.136873
settings_five,synthetic_batch_622.out,0.120082,4.73892,1.148026,0.132379,0.303568,0.232129,0.257956,0.205284,0.181763,24.620992,31.941099
settings_five,synthetic_batch_623.out,0.119299,5.083221,1.12803,0.139398,0.294406,0.232041,0.231956,0.211349,0.183565,23.077292,30.700557
settings_five,synthetic_batch_624.out,0.119733,4.41354,1.137612,0.137432,0.309118,0.232902,0.228435,0.182483,0.182846,22.812726,29.756827
settings_five,synthetic_batch_625.out,0.118706,4.352528,1.129215,0.133327,0.30024,0.230983,0.234991,0.184518,0.180417,25.004599,31.869524
settings_five,synthetic_batch_626.out,0.118334,4.482737,1.131017,0.130465,0.283691,0.23828,0.23148,0.199634,0.183249,23.198123,30.19701
settings_five,synthetic_batch_627.out,0.117618,4.937475,1.131469,0.129844,0.285801,0.232002,0.230411,0.270792,0.193801,23.280804,30.810017000000002
settings_five,synthetic_batch_628.out,0.119869,4.439382,1.11767,0.132346,0.300581,0.234657,0.231387,0.247105,0.191429,23.744522,30.758948
settings_five,synthetic_batch_629.out,0.124508,5.225444,1.115312,0.137926,0.285233,0.244851,0.23499,0.272294,0.181244,21.28351,29.105311999999998
settings_five,synthetic_batch_630.out,0.119098,4.499275,1.163999,0.131668,0.29917,0.240082,0.245867,0.217854,0.191053,25.62836,32.736426
settings_five,synthetic_batch_631.out,0.120614,5.998579,1.13483,0.135029,0.290047,0.236328,0.313171,0.22304,0.183395,23.201259,31.836292
settings_five,synthetic_batch_632.out,0.119524,4.984761,1.125277,0.13136,0.30846,0.23366,0.242806,0.176468,0.18406,23.117259,30.623635
settings_five,synthetic_batch_633.out,0.119337,5.030566,1.114936,0.131567,0.275866,0.238104,0.235535,0.205524,0.182958,23.14631,30.680703
settings_five,synthetic_batch_634.out,0.118817,4.6291,1.149513,0.130716,0.290304,0.236738,0.260146,0.207845,0.183367,22.87028,30.076826
settings_five,synthetic_batch_635.out,0.1197,5.296916,1.110665,0.129351,0.291919,0.234636,0.241678,0.203683,0.181607,23.980007,31.790162000000002
settings_five,synthetic_batch_636.out,0.119619,4.908546,1.151194,0.129447,0.35844,0.233734,0.232182,0.199456,0.189661,22.726144,30.248423000000003
settings_five,synthetic_batch_637.out,0.119738,4.698678,1.147358,0.13181,0.30512,0.245515,0.23471,0.279089,0.188623,22.406575,29.757216
settings_five,synthetic_batch_638.out,0.12027,4.458715,1.122428,0.134603,0.305828,0.247334,0.247553,0.272613,0.184537,24.211756,31.305637
settings_five,synthetic_batch_639.out,0.119792,5.177472,1.121032,0.13778,0.291074,0.233936,0.240745,0.179179,0.180424,25.37221,33.053644
settings_five,synthetic_batch_640.out,0.122294,5.150519,1.120701,0.132758,0.288788,0.233069,0.233844,0.253382,0.18319,27.651769,35.370314
settings_five,synthetic_batch_641.out,0.122867,7.436669,1.119482,0.133857,0.294654,0.231223,0.233471,0.141586,0.180583,24.437012,34.331404
settings_five,synthetic_batch_642.out,0.119686,6.233358,1.113216,0.133095,0.293369,0.232046,0.22841,0.225649,0.18117,25.018562,33.778560999999996
settings_five,synthetic_batch_643.out,0.121216,5.796897,1.111423,0.148851,0.28942,0.23156,0.2508,0.203901,0.18122,23.96015,32.295438
settings_five,synthetic_batch_644.out,0.121807,5.268296,1.113408,0.130734,0.332213,0.232163,0.230634,0.244961,0.183969,26.158969,34.017154
settings_five,synthetic_batch_645.out,0.11916,4.374243,1.110831,0.131084,0.302173,0.231453,0.243848,0.223548,0.179788,22.593467,29.509595
settings_five,synthetic_batch_646.out,0.119872,4.914151,1.129414,0.13465,0.279566,0.250673,0.240593,0.273792,0.199566,23.505965,31.048242000000002
settings_five,synthetic_batch_647.out,0.120115,5.387142,1.104523,0.130421,0.289661,0.237558,0.244113,0.185173,0.189442,23.5204,31.408547999999996
settings_five,synthetic_batch_648.out,0.120496,4.79793,1.112369,0.131672,0.313298,0.231925,0.233609,0.240017,0.182745,24.164162,31.528223
settings_five,synthetic_batch_649.out,0.119976,5.512696,1.107083,0.130113,,,,,,,6.869868
settings_five,synthetic_batch_650.out,0.119679,4.830859,1.118114,0.129436,0.290712,0.237953,0.245869,0.178553,0.182933,23.230497,30.564605
settings_five,synthetic_batch_651.out,0.120719,5.264361,1.119028,0.131212,0.301073,0.238031,0.260929,0.289326,0.187966,24.148391,32.061036
settings_five,synthetic_batch_652.out,0.120257,5.202469,1.139802,0.129873,0.305422,0.233451,0.237868,0.303024,0.180658,24.185538,32.038362
settings_five,synthetic_batch_653.out,0.118921,4.84003,1.132855,0.131978,0.280182,0.232281,0.240858,0.205876,0.181565,23.051822,30.416368000000002
settings_five,synthetic_batch_654.out,0.124714,5.155227,1.116889,0.133269,0.311319,0.229211,0.235643,0.273303,0.182862,25.30324,33.065677
settings_five,synthetic_batch_655.out,0.12205,6.883016,1.119179,0.130275,,,,,,,8.25452
settings_five,synthetic_batch_656.out,0.123022,5.308027,1.107204,0.134697,0.301035,0.247159,0.238057,0.229523,0.184281,24.606207,32.479212000000004
settings_five,synthetic_batch_657.out,0.123732,4.572466,1.116128,0.134047,0.288777,0.235249,0.249545,0.179999,0.188131,22.749578,29.837652000000002
settings_five,synthetic_batch_658.out,0.122309,5.193384,1.117335,0.13169,0.300483,0.233093,0.240342,0.156745,0.211057,22.866958,30.573396
settings_five,synthetic_batch_659.out,0.124019,5.455996,1.106575,0.130815,0.293297,0.232295,0.232284,0.174669,0.185249,24.38853,32.323729
settings_five,synthetic_batch_660.out,0.128963,4.819822,1.12245,0.130785,0.315867,0.24703,0.234534,0.210003,0.183505,23.5825,30.975459
settings_five,synthetic_batch_661.out,0.123316,5.953849,1.116677,0.131118,0.273581,0.267828,0.241567,0.198016,0.18063,24.734054,33.220636
settings_five,synthetic_batch_662.out,0.124724,5.462368,1.104377,0.131507,0.280652,0.247275,0.250157,0.243682,0.188073,24.807183,32.839997999999994
settings_five,synthetic_batch_663.out,0.145447,4.655928,1.105632,0.132744,0.302186,0.232253,0.244754,0.195868,0.181802,23.069105,30.265719
settings_five,synthetic_batch_664.out,0.129365,4.943802,1.111031,0.131333,0.286214,0.236698,0.239416,0.178584,0.181057,24.039527,31.477027
settings_five,synthetic_batch_665.out,0.130802,5.323051,1.111697,0.132185,0.288872,0.245048,0.235695,0.149931,0.185896,30.03242,37.835597
settings_five,synthetic_batch_666.out,0.131227,6.748537,1.14609,0.130243,0.309163,0.234999,0.244899,0.196555,0.183697,23.807917,33.133327
settings_five,synthetic_batch_667.out,0.124572,5.349708,1.127092,0.129941,0.349343,0.231263,0.315449,0.269287,0.180849,27.640931,35.718435
settings_five,synthetic_batch_668.out,0.124278,5.399329,1.118236,0.130613,0.309489,0.231892,0.276552,0.201292,0.192868,23.521619,31.506168000000002
settings_five,synthetic_batch_669.out,0.121359,5.170294,1.126836,0.136624,0.269494,0.237634,0.234787,0.23885,0.197983,23.996334,31.730195000000002
settings_five,synthetic_batch_670.out,0.128435,5.573604,1.109388,0.13383,,,,,,,6.945257
settings_five,synthetic_batch_671.out,0.123393,5.523742,1.122578,0.135243,0.295226,0.237439,0.314276,0.182598,0.191498,22.987496,31.113489
settings_five,synthetic_batch_672.out,0.123802,6.133973,1.112159,0.130888,0.279627,0.232804,0.245132,0.244631,0.185067,23.302069,31.990152000000002
settings_five,synthetic_batch_673.out,0.123995,5.442479,1.10778,0.135324,0.302399,0.231745,0.233334,0.19687,0.189636,24.345202,32.308764
settings_five,synthetic_batch_674.out,0.124566,4.520141,1.114053,0.131697,0.327243,0.240814,0.246045,0.184247,0.187796,22.961182,30.037784000000002
settings_five,synthetic_batch_675.out,0.1206,4.747104,1.165086,0.130842,0.314123,0.243897,0.327241,0.211907,0.188158,22.509572,29.958529999999996
settings_five,synthetic_batch_676.out,0.119947,5.267594,1.118126,0.130357,0.303677,0.236598,0.235138,0.269346,0.182701,23.673324,31.536808
settings_five,synthetic_batch_677.out,0.119433,5.103982,1.114052,0.133982,0.29589,0.235033,0.230273,0.275912,0.20046,22.190542,29.899559
settings_five,synthetic_batch_678.out,0.120767,5.114621,1.12999,0.130601,0.292855,0.232379,0.232951,0.20609,0.190149,24.607759,32.258162
settings_five,synthetic_batch_679.out,0.124919,4.95112,1.106628,0.129768,0.302082,0.232889,0.239078,0.171189,0.190608,23.158542,30.606823000000002
settings_five,synthetic_batch_680.out,0.133669,5.398167,1.121745,0.130512,0.282269,0.234092,0.229591,0.236973,0.184887,22.49251,30.444415
settings_five,synthetic_batch_681.out,0.120583,7.079387,1.115485,0.134535,0.301448,0.230522,0.232829,0.194432,0.185027,22.608061,32.202309
settings_five,synthetic_batch_682.out,0.119752,4.663795,1.115552,0.132449,0.311854,0.237065,0.234377,0.212533,0.180567,20.944737,28.152681
settings_five,synthetic_batch_683.out,0.120925,5.243843,1.117287,0.130636,0.298155,0.240872,0.233753,0.272397,0.182053,23.785137,31.625058
settings_five,synthetic_batch_684.out,0.120311,4.876393,1.12362,0.136828,0.309054,0.245389,0.233744,0.17109,0.18222,22.212583,29.611232
settings_five,synthetic_batch_685.out,0.119742,5.600694,1.129926,0.132113,0.291355,0.240186,0.235355,0.190941,0.1835,22.692225,30.816037
settings_five,synthetic_batch_686.out,0.120014,5.045999,1.125153,0.132736,0.292133,0.232857,0.232661,0.216649,0.181362,25.050942,32.630506
settings_five,synthetic_batch_687.out,0.119832,5.243368,1.133758,0.136736,0.285363,0.236672,0.233679,0.24594,0.190491,21.285673,29.111511999999998
settings_five,synthetic_batch_688.out,0.119223,4.6672,1.12382,0.132931,0.287711,0.231904,0.23317,0.2723,0.182366,21.739091,28.989715999999998
settings_five,synthetic_batch_689.out,0.120106,5.111592,1.117755,0.13279,0.294529,0.231004,0.230051,0.220981,0.186481,23.329725,30.975013999999998
settings_five,synthetic_batch_690.out,0.11933,5.325154,1.112798,0.13055,0.281126,0.232821,0.243262,0.210009,0.19586,21.042663,28.893573
settings_five,synthetic_batch_691.out,0.12102,4.641839,1.118353,0.130768,0.308127,0.22994,0.266945,0.259644,0.183648,24.25733,31.517614
settings_five,synthetic_batch_692.out,0.121087,6.375808,1.126698,0.131149,0.299704,0.234936,0.245248,0.162815,0.185193,24.733527,33.616164999999995
settings_five,synthetic_batch_693.out,0.120724,4.966315,1.114749,0.131346,0.297509,0.237982,0.284563,0.260787,0.184485,24.909805,32.508264999999994
settings_five,synthetic_batch_694.out,0.120056,4.955674,1.106986,0.128991,0.294072,0.246074,0.235464,0.187696,0.181931,25.049078,32.506022
settings_five,synthetic_batch_695.out,0.125067,4.497331,1.114526,0.129634,0.275674,0.272256,0.239184,0.204264,0.181396,23.623686,30.663018
settings_five,synthetic_batch_696.out,0.119955,4.918739,1.107908,0.134623,0.342873,0.232356,0.229904,0.232681,0.180965,25.05995,32.559954
settings_five,synthetic_batch_697.out,0.12026,5.065552,1.140022,0.130458,0.287235,0.230506,0.27542,0.199416,0.181922,24.769977,32.400768
settings_five,synthetic_batch_698.out,0.119463,4.670801,1.113152,0.130003,0.280448,0.231161,0.274789,0.270925,0.182762,24.253282,31.526785999999998
settings_five,synthetic_batch_699.out,0.120735,5.219588,1.112102,0.129861,0.294315,0.232756,0.255374,0.260069,0.186812,22.411219,30.222831
